distrito,codigo_seccion,habitantes,todos_espanoles,todos_extranjeros,mixto_espanoles_extranjeros
05. Chamartín,5082,768.0,622.0,39.0,107.0
05. Chamartín,5083,755.0,615.0,66.0,74.0
05. Chamartín,5084,631.0,541.0,34.0,56.0
05. Chamartín,5085,655.0,561.0,33.0,61.0
05. Chamartín,5086,610.0,470.0,69.0,71.0
05. Chamartín,5087,764.0,645.0,47.0,72.0
05. Chamartín,5088,323.0,278.0,13.0,32.0
05. Chamartín,5089,273.0,236.0,9.0,28.0
05. Chamartín,5090,435.0,385.0,17.0,33.0
05. Chamartín,5091,356.0,294.0,21.0,41.0
05. Chamartín,5092,652.0,462.0,94.0,96.0
05. Chamartín,5094,624.0,499.0,80.0,45.0
05. Chamartín,5095,724.0,677.0,12.0,35.0
05. Chamartín,5096,622.0,526.0,36.0,60.0
05. Chamartín,5097,713.0,603.0,44.0,66.0
05. Chamartín,5098,509.0,458.0,15.0,36.0
05. Chamartín,5099,724.0,638.0,33.0,53.0
05. Chamartín,5100,726.0,618.0,39.0,69.0
05. Chamartín,5101,451.0,400.0,14.0,37.0
05. Chamartín,5102,380.0,344.0,11.0,25.0
05. Chamartín,5103,438.0,390.0,15.0,33.0
05. Chamartín,5104,450.0,406.0,15.0,29.0
06. Tetuán,6001,550.0,421.0,46.0,83.0
06. Tetuán,6002,465.0,367.0,48.0,50.0
06. Tetuán,6003,724.0,582.0,66.0,76.0
06. Tetuán,6004,500.0,340.0,74.0,86.0
06. Tetuán,6005,428.0,289.0,67.0,72.0
06. Tetuán,6006,403.0,255.0,58.0,90.0
06. Tetuán,6007,461.0,347.0,51.0,63.0
06. Tetuán,6008,470.0,356.0,44.0,70.0
06. Tetuán,6009,469.0,371.0,37.0,61.0
06. Tetuán,6010,726.0,649.0,25.0,52.0
06. Tetuán,6011,509.0,359.0,71.0,79.0
06. Tetuán,6012,384.0,278.0,45.0,61.0
06. Tetuán,6013,434.0,309.0,48.0,77.0
06. Tetuán,6014,464.0,355.0,41.0,68.0
06. Tetuán,6015,489.0,336.0,64.0,89.0
06. Tetuán,6016,752.0,501.0,122.0,129.0
06. Tetuán,6017,458.0,296.0,82.0,80.0
06. Tetuán,6018,588.0,421.0,75.0,92.0
06. Tetuán,6019,907.0,556.0,173.0,178.0
06. Tetuán,6021,844.0,536.0,133.0,175.0
06. Tetuán,6023,459.0,359.0,31.0,69.0
06. Tetuán,6024,354.0,280.0,33.0,41.0
06. Tetuán,6025,468.0,317.0,84.0,67.0
06. Tetuán,6026,478.0,387.0,46.0,45.0
06. Tetuán,6027,599.0,502.0,41.0,56.0
06. Tetuán,6028,569.0,464.0,44.0,61.0
06. Tetuán,6029,909.0,747.0,90.0,72.0
06. Tetuán,6031,471.0,398.0,25.0,48.0
06. Tetuán,6032,497.0,387.0,49.0,61.0
06. Tetuán,6033,619.0,438.0,72.0,109.0
06. Tetuán,6034,426.0,311.0,63.0,52.0
06. Tetuán,6035,665.0,462.0,101.0,102.0
06. Tetuán,6036,481.0,374.0,51.0,56.0
06. Tetuán,6037,531.0,389.0,71.0,71.0
06. Tetuán,6038,355.0,312.0,21.0,22.0
06. Tetuán,6039,327.0,283.0,15.0,29.0
06. Tetuán,6040,419.0,376.0,10.0,33.0
06. Tetuán,6041,821.0,661.0,70.0,90.0
06. Tetuán,6042,894.0,678.0,94.0,122.0
06. Tetuán,6043,765.0,566.0,113.0,86.0
06. Tetuán,6044,406.0,365.0,15.0,26.0
06. Tetuán,6045,452.0,405.0,12.0,35.0
06. Tetuán,6046,770.0,646.0,67.0,57.0
06. Tetuán,6048,401.0,360.0,18.0,23.0
06. Tetuán,6049,343.0,304.0,17.0,22.0
06. Tetuán,6050,258.0,228.0,13.0,17.0
06. Tetuán,6051,471.0,418.0,20.0,33.0
06. Tetuán,6052,447.0,394.0,17.0,36.0
06. Tetuán,6053,526.0,401.0,40.0,85.0
06. Tetuán,6054,602.0,471.0,56.0,75.0
06. Tetuán,6056,989.0,657.0,151.0,181.0
06. Tetuán,6057,645.0,528.0,47.0,70.0
06. Tetuán,6058,632.0,540.0,50.0,42.0
06. Tetuán,6059,583.0,482.0,61.0,40.0
06. Tetuán,6060,429.0,383.0,18.0,28.0
06. Tetuán,6061,418.0,365.0,17.0,36.0
06. Tetuán,6062,929.0,775.0,77.0,77.0
06. Tetuán,6063,486.0,410.0,19.0,57.0
06. Tetuán,6064,253.0,222.0,7.0,24.0
06. Tetuán,6065,383.0,307.0,32.0,44.0
06. Tetuán,6066,672.0,567.0,48.0,57.0
06. Tetuán,6067,544.0,410.0,58.0,76.0
06. Tetuán,6068,571.0,457.0,48.0,66.0
06. Tetuán,6069,719.0,546.0,83.0,90.0
06. Tetuán,6070,813.0,666.0,98.0,49.0
06. Tetuán,6071,459.0,388.0,23.0,48.0
06. Tetuán,6072,1036.0,809.0,110.0,117.0
06. Tetuán,6073,727.0,596.0,49.0,82.0
06. Tetuán,6074,421.0,381.0,8.0,32.0
06. Tetuán,6075,432.0,328.0,39.0,65.0
06. Tetuán,6076,443.0,316.0,63.0,64.0
06. Tetuán,6077,403.0,333.0,35.0,35.0
06. Tetuán,6078,417.0,356.0,18.0,43.0
06. Tetuán,6079,427.0,345.0,36.0,46.0
06. Tetuán,6080,491.0,354.0,61.0,76.0
06. Tetuán,6081,937.0,735.0,59.0,143.0
06. Tetuán,6084,653.0,555.0,34.0,64.0
06. Tetuán,6085,637.0,451.0,86.0,100.0
06. Tetuán,6089,517.0,416.0,32.0,69.0
06. Tetuán,6090,866.0,642.0,96.0,128.0
06. Tetuán,6091,656.0,482.0,71.0,103.0
06. Tetuán,6092,495.0,378.0,50.0,67.0
06. Tetuán,6093,535.0,367.0,60.0,108.0
06. Tetuán,6094,850.0,626.0,109.0,115.0
06. Tetuán,6095,433.0,322.0,33.0,78.0
06. Tetuán,6096,499.0,342.0,64.0,93.0
06. Tetuán,6097,576.0,448.0,48.0,80.0
06. Tetuán,6099,639.0,477.0,71.0,91.0
06. Tetuán,6101,844.0,643.0,78.0,123.0
06. Tetuán,6102,737.0,556.0,80.0,101.0
06. Tetuán,6103,692.0,514.0,69.0,109.0
06. Tetuán,6104,543.0,376.0,81.0,86.0
06. Tetuán,6105,864.0,619.0,103.0,142.0
06. Tetuán,6106,532.0,382.0,64.0,86.0
06. Tetuán,6107,658.0,494.0,75.0,89.0
06. Tetuán,6108,572.0,366.0,80.0,126.0
06. Tetuán,6109,823.0,538.0,111.0,174.0
06. Tetuán,6110,637.0,451.0,88.0,98.0
06. Tetuán,6111,888.0,688.0,89.0,111.0
06. Tetuán,6112,415.0,328.0,34.0,53.0
06. Tetuán,6113,462.0,372.0,44.0,46.0
06. Tetuán,6114,895.0,687.0,92.0,116.0
06. Tetuán,6115,482.0,327.0,76.0,79.0
06. Tetuán,6116,948.0,694.0,122.0,132.0
06. Tetuán,6117,903.0,677.0,93.0,133.0
06. Tetuán,6118,389.0,289.0,39.0,61.0
06. Tetuán,6119,410.0,277.0,51.0,82.0
06. Tetuán,6120,557.0,390.0,67.0,100.0
06. Tetuán,6121,518.0,386.0,55.0,77.0
06. Tetuán,6122,736.0,560.0,70.0,106.0
06. Tetuán,6123,560.0,388.0,67.0,105.0
06. Tetuán,6124,461.0,338.0,52.0,71.0
06. Tetuán,6125,701.0,639.0,20.0,42.0
06. Tetuán,6126,642.0,459.0,86.0,97.0
06. Tetuán,6127,554.0,480.0,23.0,51.0
06. Tetuán,6128,580.0,493.0,29.0,58.0
06. Tetuán,6129,885.0,693.0,80.0,112.0
07. Chamberí,7001,558.0,448.0,62.0,48.0
07. Chamberí,7002,360.0,301.0,29.0,30.0
07. Chamberí,7003,601.0,453.0,89.0,59.0
07. Chamberí,7004,792.0,630.0,78.0,84.0
07. Chamberí,7006,689.0,595.0,39.0,55.0
07. Chamberí,7007,402.0,346.0,31.0,25.0
07. Chamberí,7008,556.0,490.0,32.0,34.0
07. Chamberí,7009,397.0,308.0,44.0,45.0
07. Chamberí,7010,487.0,398.0,38.0,51.0
07. Chamberí,7011,585.0,477.0,53.0,55.0
07. Chamberí,7012,702.0,573.0,71.0,58.0
07. Chamberí,7013,368.0,301.0,32.0,35.0
07. Chamberí,7014,491.0,401.0,34.0,56.0
07. Chamberí,7016,768.0,599.0,93.0,76.0
07. Chamberí,7017,404.0,346.0,17.0,41.0
07. Chamberí,7018,689.0,580.0,45.0,64.0
07. Chamberí,7019,551.0,468.0,44.0,39.0
07. Chamberí,7021,821.0,699.0,62.0,60.0
07. Chamberí,7023,389.0,328.0,14.0,47.0
07. Chamberí,7024,347.0,303.0,15.0,29.0
07. Chamberí,7025,478.0,403.0,33.0,42.0
07. Chamberí,7026,821.0,698.0,57.0,66.0
07. Chamberí,7028,520.0,459.0,26.0,35.0
07. Chamberí,7030,509.0,430.0,25.0,54.0
07. Chamberí,7031,366.0,308.0,22.0,36.0
07. Chamberí,7032,613.0,526.0,40.0,47.0
07. Chamberí,7034,671.0,546.0,59.0,66.0
07. Chamberí,7035,350.0,288.0,36.0,26.0
07. Chamberí,7036,762.0,641.0,60.0,61.0
07. Chamberí,7038,507.0,417.0,43.0,47.0
07. Chamberí,7039,400.0,322.0,31.0,47.0
07. Chamberí,7040,572.0,468.0,49.0,55.0
07. Chamberí,7041,631.0,504.0,75.0,52.0
07. Chamberí,7042,343.0,305.0,12.0,26.0
07. Chamberí,7043,529.0,436.0,45.0,48.0
07. Chamberí,7044,347.0,307.0,11.0,29.0
07. Chamberí,7045,479.0,355.0,85.0,39.0
07. Chamberí,7046,379.0,299.0,46.0,34.0
07. Chamberí,7047,520.0,419.0,47.0,54.0
07. Chamberí,7048,897.0,746.0,74.0,77.0
07. Chamberí,7049,306.0,258.0,19.0,29.0
07. Chamberí,7050,394.0,294.0,55.0,45.0
07. Chamberí,7051,410.0,296.0,76.0,38.0
07. Chamberí,7052,336.0,254.0,43.0,39.0
07. Chamberí,7053,700.0,549.0,79.0,72.0
07. Chamberí,7055,349.0,257.0,52.0,40.0
07. Chamberí,7056,358.0,283.0,42.0,33.0
07. Chamberí,7057,689.0,556.0,76.0,57.0
07. Chamberí,7058,633.0,484.0,98.0,51.0
07. Chamberí,7059,385.0,301.0,39.0,45.0
07. Chamberí,7060,447.0,345.0,58.0,44.0
07. Chamberí,7061,649.0,535.0,63.0,51.0
07. Chamberí,7062,472.0,390.0,37.0,45.0
07. Chamberí,7063,597.0,512.0,38.0,47.0
07. Chamberí,7064,482.0,428.0,24.0,30.0
07. Chamberí,7065,632.0,477.0,81.0,74.0
07. Chamberí,7066,543.0,424.0,55.0,64.0
07. Chamberí,7067,495.0,406.0,41.0,48.0
07. Chamberí,7068,475.0,378.0,58.0,39.0
07. Chamberí,7069,495.0,412.0,46.0,37.0
07. Chamberí,7070,591.0,458.0,72.0,61.0
07. Chamberí,7071,454.0,364.0,44.0,46.0
07. Chamberí,7072,663.0,509.0,76.0,78.0
07. Chamberí,7073,656.0,497.0,86.0,73.0
07. Chamberí,7075,442.0,335.0,63.0,44.0
07. Chamberí,7076,374.0,295.0,42.0,37.0
07. Chamberí,7078,452.0,349.0,50.0,53.0
07. Chamberí,7079,396.0,314.0,47.0,35.0
07. Chamberí,7080,484.0,386.0,44.0,54.0
07. Chamberí,7081,509.0,394.0,45.0,70.0
07. Chamberí,7082,499.0,388.0,45.0,66.0
07. Chamberí,7083,287.0,224.0,32.0,31.0
07. Chamberí,7084,486.0,400.0,35.0,51.0
07. Chamberí,7085,529.0,419.0,42.0,68.0
07. Chamberí,7086,330.0,269.0,24.0,37.0
07. Chamberí,7087,374.0,286.0,47.0,41.0
07. Chamberí,7088,467.0,378.0,46.0,43.0
07. Chamberí,7089,586.0,454.0,69.0,63.0
07. Chamberí,7090,446.0,318.0,62.0,66.0
07. Chamberí,7091,403.0,315.0,40.0,48.0
07. Chamberí,7092,544.0,427.0,55.0,62.0
07. Chamberí,7093,501.0,378.0,51.0,72.0
07. Chamberí,7094,632.0,522.0,42.0,68.0
07. Chamberí,7095,516.0,416.0,31.0,69.0
07. Chamberí,7096,517.0,423.0,44.0,50.0
07. Chamberí,7097,404.0,305.0,43.0,56.0
07. Chamberí,7098,417.0,369.0,14.0,34.0
07. Chamberí,7099,438.0,369.0,31.0,38.0
07. Chamberí,7100,417.0,340.0,42.0,35.0
07. Chamberí,7101,645.0,513.0,81.0,51.0
07. Chamberí,7102,659.0,537.0,56.0,66.0
07. Chamberí,7103,717.0,562.0,85.0,70.0
07. Chamberí,7105,493.0,406.0,32.0,55.0
07. Chamberí,7106,575.0,484.0,44.0,47.0
07. Chamberí,7107,437.0,366.0,26.0,45.0
07. Chamberí,7108,427.0,341.0,37.0,49.0
07. Chamberí,7109,575.0,484.0,43.0,48.0
07. Chamberí,7110,542.0,427.0,69.0,46.0
07. Chamberí,7111,598.0,507.0,41.0,50.0
07. Chamberí,7113,821.0,685.0,75.0,61.0
07. Chamberí,7114,777.0,690.0,34.0,53.0
07. Chamberí,7115,629.0,543.0,33.0,53.0
07. Chamberí,7116,408.0,343.0,20.0,45.0
07. Chamberí,7117,609.0,491.0,50.0,68.0
07. Chamberí,7118,748.0,605.0,69.0,74.0
07. Chamberí,7119,663.0,580.0,43.0,40.0
07. Chamberí,7120,690.0,649.0,21.0,20.0
07. Chamberí,7121,718.0,638.0,27.0,53.0
07. Chamberí,7122,563.0,483.0,42.0,38.0
07. Chamberí,7123,502.0,431.0,26.0,45.0
07. Chamberí,7124,266.0,233.0,9.0,24.0
07. Chamberí,7125,382.0,332.0,16.0,34.0
07. Chamberí,7126,356.0,318.0,9.0,29.0
07. Chamberí,7127,621.0,548.0,23.0,50.0
07. Chamberí,7128,319.0,290.0,9.0,20.0
07. Chamberí,7129,375.0,328.0,20.0,27.0
07. Chamberí,7130,507.0,439.0,27.0,41.0
07. Chamberí,7131,478.0,429.0,11.0,38.0
07. Chamberí,7132,406.0,319.0,40.0,47.0
07. Chamberí,7133,447.0,412.0,10.0,25.0
07. Chamberí,7135,402.0,350.0,14.0,38.0
08. Fuencarral-El Pardo,8001,343.0,317.0,3.0,23.0
08. Fuencarral-El Pardo,8002,235.0,217.0,3.0,15.0
08. Fuencarral-El Pardo,8003,508.0,476.0,11.0,21.0
08. Fuencarral-El Pardo,8004,230.0,211.0,6.0,13.0
08. Fuencarral-El Pardo,8005,373.0,303.0,17.0,53.0
08. Fuencarral-El Pardo,8006,334.0,301.0,4.0,29.0
08. Fuencarral-El Pardo,8007,451.0,379.0,12.0,60.0
08. Fuencarral-El Pardo,8008,523.0,447.0,23.0,53.0
08. Fuencarral-El Pardo,8009,669.0,580.0,34.0,55.0
08. Fuencarral-El Pardo,8010,301.0,267.0,8.0,26.0
08. Fuencarral-El Pardo,8011,277.0,234.0,12.0,31.0
08. Fuencarral-El Pardo,8012,463.0,407.0,12.0,44.0
08. Fuencarral-El Pardo,8013,325.0,281.0,9.0,35.0
08. Fuencarral-El Pardo,8014,299.0,282.0,3.0,14.0
08. Fuencarral-El Pardo,8015,389.0,354.0,8.0,27.0
08. Fuencarral-El Pardo,8016,401.0,318.0,24.0,59.0
08. Fuencarral-El Pardo,8017,701.0,608.0,27.0,66.0
08. Fuencarral-El Pardo,8018,347.0,282.0,33.0,32.0
08. Fuencarral-El Pardo,8019,374.0,305.0,24.0,45.0
08. Fuencarral-El Pardo,8020,381.0,336.0,15.0,30.0
08. Fuencarral-El Pardo,8021,419.0,361.0,11.0,47.0
08. Fuencarral-El Pardo,8022,398.0,359.0,13.0,26.0
08. Fuencarral-El Pardo,8023,399.0,359.0,10.0,30.0
08. Fuencarral-El Pardo,8024,739.0,688.0,14.0,37.0
08. Fuencarral-El Pardo,8025,363.0,329.0,17.0,17.0
08. Fuencarral-El Pardo,8026,604.0,538.0,26.0,40.0
08. Fuencarral-El Pardo,8027,570.0,498.0,29.0,43.0
08. Fuencarral-El Pardo,8028,480.0,424.0,22.0,34.0
08. Fuencarral-El Pardo,8029,586.0,552.0,12.0,22.0
08. Fuencarral-El Pardo,8030,571.0,522.0,10.0,39.0
08. Fuencarral-El Pardo,8031,569.0,530.0,6.0,33.0
08. Fuencarral-El Pardo,8032,276.0,250.0,7.0,19.0
08. Fuencarral-El Pardo,8033,382.0,359.0,3.0,20.0
08. Fuencarral-El Pardo,8034,567.0,526.0,3.0,38.0
08. Fuencarral-El Pardo,8035,478.0,438.0,10.0,30.0
08. Fuencarral-El Pardo,8036,610.0,566.0,9.0,35.0
08. Fuencarral-El Pardo,8037,311.0,294.0,2.0,15.0
08. Fuencarral-El Pardo,8038,340.0,320.0,4.0,16.0
08. Fuencarral-El Pardo,8039,395.0,367.0,5.0,23.0
08. Fuencarral-El Pardo,8040,404.0,380.0,6.0,18.0
08. Fuencarral-El Pardo,8041,304.0,282.0,8.0,14.0
08. Fuencarral-El Pardo,8042,569.0,525.0,15.0,29.0
08. Fuencarral-El Pardo,8043,476.0,454.0,3.0,19.0
08. Fuencarral-El Pardo,8044,569.0,543.0,3.0,23.0
08. Fuencarral-El Pardo,8045,431.0,393.0,15.0,23.0
08. Fuencarral-El Pardo,8046,520.0,438.0,35.0,47.0
08. Fuencarral-El Pardo,8047,641.0,544.0,37.0,60.0
08. Fuencarral-El Pardo,8048,521.0,448.0,25.0,48.0
08. Fuencarral-El Pardo,8049,864.0,803.0,18.0,43.0
08. Fuencarral-El Pardo,8050,665.0,608.0,16.0,41.0
08. Fuencarral-El Pardo,8051,494.0,466.0,5.0,23.0
08. Fuencarral-El Pardo,8052,817.0,727.0,33.0,57.0
08. Fuencarral-El Pardo,8053,509.0,402.0,33.0,74.0
08. Fuencarral-El Pardo,8054,436.0,404.0,5.0,27.0
08. Fuencarral-El Pardo,8055,566.0,526.0,9.0,31.0
08. Fuencarral-El Pardo,8056,522.0,488.0,9.0,25.0
08. Fuencarral-El Pardo,8057,475.0,447.0,10.0,18.0
08. Fuencarral-El Pardo,8058,371.0,341.0,12.0,18.0
08. Fuencarral-El Pardo,8059,370.0,341.0,7.0,22.0
08. Fuencarral-El Pardo,8060,518.0,476.0,15.0,27.0
08. Fuencarral-El Pardo,8061,395.0,326.0,25.0,44.0
08. Fuencarral-El Pardo,8062,307.0,266.0,18.0,23.0
08. Fuencarral-El Pardo,8063,365.0,293.0,26.0,46.0
08. Fuencarral-El Pardo,8064,542.0,453.0,30.0,59.0
08. Fuencarral-El Pardo,8065,420.0,330.0,29.0,61.0
08. Fuencarral-El Pardo,8066,352.0,291.0,25.0,36.0
08. Fuencarral-El Pardo,8067,657.0,505.0,66.0,86.0
08. Fuencarral-El Pardo,8068,459.0,383.0,27.0,49.0
08. Fuencarral-El Pardo,8069,367.0,299.0,21.0,47.0
08. Fuencarral-El Pardo,8071,432.0,355.0,28.0,49.0
08. Fuencarral-El Pardo,8072,458.0,387.0,28.0,43.0
08. Fuencarral-El Pardo,8073,421.0,345.0,30.0,46.0
08. Fuencarral-El Pardo,8074,418.0,338.0,31.0,49.0
08. Fuencarral-El Pardo,8075,432.0,361.0,30.0,41.0
08. Fuencarral-El Pardo,8076,368.0,296.0,33.0,39.0
08. Fuencarral-El Pardo,8077,416.0,327.0,40.0,49.0
08. Fuencarral-El Pardo,8078,342.0,284.0,18.0,40.0
08. Fuencarral-El Pardo,8079,431.0,367.0,19.0,45.0
08. Fuencarral-El Pardo,8080,446.0,372.0,33.0,41.0
08. Fuencarral-El Pardo,8081,395.0,336.0,24.0,35.0
08. Fuencarral-El Pardo,8082,414.0,343.0,30.0,41.0
08. Fuencarral-El Pardo,8083,449.0,363.0,32.0,54.0
08. Fuencarral-El Pardo,8084,408.0,319.0,28.0,61.0
08. Fuencarral-El Pardo,8085,353.0,293.0,26.0,34.0
08. Fuencarral-El Pardo,8086,352.0,297.0,18.0,37.0
08. Fuencarral-El Pardo,8087,316.0,241.0,23.0,52.0
08. Fuencarral-El Pardo,8088,384.0,307.0,29.0,48.0
08. Fuencarral-El Pardo,8089,309.0,257.0,14.0,38.0
08. Fuencarral-El Pardo,8090,485.0,446.0,6.0,33.0
08. Fuencarral-El Pardo,8091,344.0,294.0,25.0,25.0
08. Fuencarral-El Pardo,8092,434.0,385.0,20.0,29.0
08. Fuencarral-El Pardo,8093,376.0,331.0,12.0,33.0
08. Fuencarral-El Pardo,8094,453.0,399.0,21.0,33.0
08. Fuencarral-El Pardo,8095,652.0,612.0,14.0,26.0
08. Fuencarral-El Pardo,8096,574.0,545.0,7.0,22.0
08. Fuencarral-El Pardo,8097,312.0,298.0,3.0,11.0
08. Fuencarral-El Pardo,8098,643.0,598.0,13.0,32.0
08. Fuencarral-El Pardo,8099,559.0,515.0,19.0,25.0
08. Fuencarral-El Pardo,8100,466.0,425.0,4.0,37.0
08. Fuencarral-El Pardo,8102,714.0,666.0,13.0,35.0
08. Fuencarral-El Pardo,8103,530.0,464.0,18.0,48.0
08. Fuencarral-El Pardo,8104,535.0,369.0,66.0,100.0
08. Fuencarral-El Pardo,8105,358.0,257.0,41.0,60.0
08. Fuencarral-El Pardo,8106,421.0,280.0,54.0,87.0
08. Fuencarral-El Pardo,8107,311.0,232.0,32.0,47.0
08. Fuencarral-El Pardo,8108,332.0,261.0,26.0,45.0
08. Fuencarral-El Pardo,8109,514.0,380.0,50.0,84.0
08. Fuencarral-El Pardo,8110,458.0,396.0,29.0,33.0
08. Fuencarral-El Pardo,8111,658.0,541.0,48.0,69.0
08. Fuencarral-El Pardo,8112,438.0,385.0,22.0,31.0
08. Fuencarral-El Pardo,8113,386.0,319.0,23.0,44.0
08. Fuencarral-El Pardo,8114,351.0,289.0,22.0,40.0
08. Fuencarral-El Pardo,8115,412.0,309.0,44.0,59.0
08. Fuencarral-El Pardo,8116,322.0,253.0,27.0,42.0
08. Fuencarral-El Pardo,8117,346.0,263.0,26.0,57.0
08. Fuencarral-El Pardo,8119,665.0,529.0,44.0,92.0
08. Fuencarral-El Pardo,8120,421.0,325.0,33.0,63.0
08. Fuencarral-El Pardo,8121,551.0,490.0,19.0,42.0
08. Fuencarral-El Pardo,8122,332.0,299.0,12.0,21.0
08. Fuencarral-El Pardo,8123,548.0,418.0,50.0,80.0
08. Fuencarral-El Pardo,8124,687.0,550.0,51.0,86.0
08. Fuencarral-El Pardo,8125,516.0,388.0,47.0,81.0
08. Fuencarral-El Pardo,8126,641.0,537.0,35.0,69.0
08. Fuencarral-El Pardo,8128,562.0,495.0,23.0,44.0
08. Fuencarral-El Pardo,8129,176.0,118.0,43.0,15.0
08. Fuencarral-El Pardo,8131,524.0,452.0,21.0,51.0
08. Fuencarral-El Pardo,8132,292.0,253.0,6.0,33.0
08. Fuencarral-El Pardo,8133,272.0,250.0,4.0,18.0
08. Fuencarral-El Pardo,8134,393.0,310.0,16.0,67.0
08. Fuencarral-El Pardo,8135,789.0,697.0,32.0,60.0
08. Fuencarral-El Pardo,8136,510.0,468.0,16.0,26.0
08. Fuencarral-El Pardo,8137,503.0,427.0,9.0,67.0
08. Fuencarral-El Pardo,8138,335.0,278.0,15.0,42.0
08. Fuencarral-El Pardo,8139,708.0,643.0,9.0,56.0
08. Fuencarral-El Pardo,8140,324.0,291.0,7.0,26.0
08. Fuencarral-El Pardo,8141,362.0,347.0,2.0,13.0
08. Fuencarral-El Pardo,8142,445.0,426.0,6.0,13.0
08. Fuencarral-El Pardo,8143,472.0,430.0,3.0,39.0
08. Fuencarral-El Pardo,8144,541.0,510.0,9.0,22.0
08. Fuencarral-El Pardo,8145,499.0,459.0,13.0,27.0
08. Fuencarral-El Pardo,8146,504.0,482.0,5.0,17.0
08. Fuencarral-El Pardo,8147,446.0,394.0,4.0,48.0
08. Fuencarral-El Pardo,8148,768.0,704.0,23.0,41.0
08. Fuencarral-El Pardo,8149,278.0,264.0,4.0,10.0
08. Fuencarral-El Pardo,8150,474.0,436.0,14.0,24.0
08. Fuencarral-El Pardo,8151,336.0,310.0,8.0,18.0
08. Fuencarral-El Pardo,8152,490.0,451.0,5.0,34.0
08. Fuencarral-El Pardo,8153,584.0,538.0,13.0,33.0
08. Fuencarral-El Pardo,8154,585.0,546.0,7.0,32.0
08. Fuencarral-El Pardo,8155,572.0,545.0,9.0,18.0
08. Fuencarral-El Pardo,8156,494.0,472.0,1.0,21.0
08. Fuencarral-El Pardo,8157,469.0,420.0,26.0,23.0
08. Fuencarral-El Pardo,8158,490.0,446.0,7.0,37.0
08. Fuencarral-El Pardo,8159,682.0,595.0,20.0,67.0
08. Fuencarral-El Pardo,8160,1097.0,927.0,72.0,98.0
08. Fuencarral-El Pardo,8161,765.0,615.0,86.0,64.0
08. Fuencarral-El Pardo,8162,544.0,491.0,18.0,35.0
08. Fuencarral-El Pardo,8163,673.0,629.0,12.0,32.0
08. Fuencarral-El Pardo,8164,1006.0,891.0,27.0,88.0
08. Fuencarral-El Pardo,8165,785.0,707.0,24.0,54.0
08. Fuencarral-El Pardo,8166,589.0,467.0,46.0,76.0
08. Fuencarral-El Pardo,8167,621.0,522.0,41.0,58.0
08. Fuencarral-El Pardo,8168,464.0,412.0,17.0,35.0
08. Fuencarral-El Pardo,8169,1024.0,935.0,21.0,68.0
08. Fuencarral-El Pardo,8170,937.0,839.0,42.0,56.0
08. Fuencarral-El Pardo,8171,568.0,497.0,22.0,49.0
08. Fuencarral-El Pardo,8172,832.0,702.0,43.0,87.0
08. Fuencarral-El Pardo,8173,687.0,612.0,16.0,59.0
08. Fuencarral-El Pardo,8174,686.0,592.0,58.0,36.0
08. Fuencarral-El Pardo,8175,329.0,293.0,6.0,30.0
08. Fuencarral-El Pardo,8176,985.0,867.0,30.0,88.0
08. Fuencarral-El Pardo,8177,505.0,474.0,13.0,18.0
08. Fuencarral-El Pardo,8178,742.0,674.0,28.0,40.0
08. Fuencarral-El Pardo,8179,530.0,433.0,44.0,53.0
08. Fuencarral-El Pardo,8180,362.0,343.0,7.0,12.0
08. Fuencarral-El Pardo,8181,859.0,776.0,19.0,64.0
08. Fuencarral-El Pardo,8182,569.0,516.0,7.0,46.0
08. Fuencarral-El Pardo,8183,716.0,628.0,28.0,60.0
08. Fuencarral-El Pardo,8184,560.0,495.0,25.0,40.0
08. Fuencarral-El Pardo,8185,553.0,520.0,15.0,18.0
08. Fuencarral-El Pardo,8186,552.0,475.0,33.0,44.0
08. Fuencarral-El Pardo,8187,906.0,676.0,123.0,107.0
08. Fuencarral-El Pardo,8188,662.0,599.0,21.0,42.0
08. Fuencarral-El Pardo,8189,578.0,529.0,7.0,42.0
08. Fuencarral-El Pardo,8190,612.0,534.0,24.0,54.0
08. Fuencarral-El Pardo,8191,534.0,425.0,57.0,52.0
09. Moncloa-Aravaca,9001,561.0,505.0,23.0,33.0
09. Moncloa-Aravaca,9002,562.0,493.0,24.0,45.0
09. Moncloa-Aravaca,9004,633.0,551.0,29.0,53.0
09. Moncloa-Aravaca,9005,398.0,351.0,17.0,30.0
09. Moncloa-Aravaca,9006,334.0,298.0,10.0,26.0
09. Moncloa-Aravaca,9007,381.0,343.0,12.0,26.0
09. Moncloa-Aravaca,9008,484.0,435.0,10.0,39.0
09. Moncloa-Aravaca,9009,496.0,438.0,32.0,26.0
09. Moncloa-Aravaca,9010,379.0,346.0,12.0,21.0
09. Moncloa-Aravaca,9011,702.0,545.0,78.0,79.0
09. Moncloa-Aravaca,9012,327.0,256.0,40.0,31.0
09. Moncloa-Aravaca,9013,626.0,477.0,91.0,58.0
09. Moncloa-Aravaca,9014,1074.0,799.0,164.0,111.0
09. Moncloa-Aravaca,9015,727.0,584.0,79.0,64.0
09. Moncloa-Aravaca,9016,429.0,314.0,69.0,46.0
09. Moncloa-Aravaca,9017,527.0,438.0,47.0,42.0
09. Moncloa-Aravaca,9018,565.0,461.0,44.0,60.0
09. Moncloa-Aravaca,9019,586.0,497.0,28.0,61.0
