distrito,codigo_seccion,habitantes,mujer_sola_16_64,hombre_solo_16_64,mujer_sola_65omas,hombre_solo_65omas,mujer_con_menores,hombre_con_menores,pareja_16_64_sin_menores,pareja_1_65omas_sin_menores,pareja_con_1menor,pareja_con_2menores,pareja_con_3omas_menores,2adultos35omas_1joven_sin_menores,2adultos35omas_1joven_1menor,2adultos35omas_1joven_2omas_menores,3adultos_con_sin_menores,2adultos35omas_2jovenes_sin_menores,2adultos35omas_2jovenes_1menor,2adultos35omas_2jovenes_2omas_menores,4adultos_con_sin_menores,5omas_adultos,hogar_15omas,menores_solos
05. Chamartín,5101,451.0,28.0,23.0,44.0,15.0,6.0,1.0,36.0,74.0,22.0,17.0,19.0,36.0,11.0,4.0,51.0,14.0,2.0,3.0,21.0,24.0,0.0,0.0
05. Chamartín,5102,380.0,32.0,23.0,61.0,11.0,4.0,2.0,26.0,78.0,23.0,17.0,2.0,21.0,3.0,4.0,32.0,14.0,3.0,0.0,12.0,12.0,0.0,0.0
05. Chamartín,5103,438.0,18.0,28.0,34.0,11.0,3.0,4.0,38.0,69.0,23.0,29.0,13.0,35.0,4.0,9.0,46.0,29.0,5.0,1.0,18.0,21.0,0.0,0.0
05. Chamartín,5104,450.0,16.0,29.0,33.0,18.0,6.0,4.0,48.0,67.0,19.0,23.0,8.0,28.0,11.0,6.0,52.0,29.0,3.0,1.0,16.0,33.0,0.0,0.0
06. Tetuán,6001,550.0,69.0,74.0,64.0,13.0,6.0,4.0,78.0,62.0,33.0,13.0,2.0,17.0,11.0,1.0,35.0,14.0,3.0,0.0,21.0,30.0,0.0,0.0
06. Tetuán,6002,465.0,64.0,66.0,54.0,15.0,6.0,1.0,78.0,40.0,20.0,17.0,1.0,17.0,7.0,2.0,26.0,14.0,1.0,1.0,15.0,20.0,0.0,0.0
06. Tetuán,6003,724.0,124.0,113.0,70.0,27.0,7.0,1.0,111.0,58.0,22.0,25.0,4.0,28.0,6.0,5.0,51.0,19.0,1.0,1.0,28.0,22.0,0.0,1.0
06. Tetuán,6004,500.0,83.0,64.0,25.0,14.0,6.0,1.0,96.0,37.0,25.0,15.0,2.0,20.0,4.0,2.0,42.0,10.0,0.0,1.0,23.0,30.0,0.0,0.0
06. Tetuán,6005,428.0,56.0,45.0,45.0,14.0,5.0,2.0,47.0,39.0,13.0,14.0,2.0,18.0,10.0,1.0,52.0,10.0,3.0,2.0,20.0,29.0,1.0,0.0
06. Tetuán,6006,403.0,47.0,50.0,32.0,11.0,6.0,0.0,75.0,23.0,23.0,12.0,0.0,20.0,8.0,0.0,24.0,15.0,3.0,1.0,22.0,31.0,0.0,0.0
06. Tetuán,6007,461.0,47.0,39.0,58.0,27.0,3.0,2.0,64.0,71.0,17.0,7.0,3.0,18.0,3.0,0.0,42.0,15.0,3.0,4.0,15.0,23.0,0.0,0.0
06. Tetuán,6008,470.0,60.0,75.0,38.0,15.0,6.0,0.0,75.0,61.0,20.0,12.0,1.0,20.0,8.0,2.0,32.0,12.0,3.0,2.0,5.0,23.0,0.0,0.0
06. Tetuán,6009,469.0,41.0,51.0,52.0,22.0,3.0,1.0,64.0,69.0,16.0,11.0,4.0,21.0,6.0,3.0,45.0,10.0,4.0,0.0,18.0,27.0,1.0,0.0
06. Tetuán,6010,726.0,49.0,43.0,99.0,30.0,17.0,5.0,79.0,160.0,26.0,29.0,8.0,38.0,12.0,1.0,57.0,34.0,2.0,1.0,23.0,13.0,0.0,0.0
06. Tetuán,6011,509.0,50.0,41.0,50.0,15.0,11.0,1.0,80.0,55.0,18.0,13.0,1.0,32.0,11.0,5.0,44.0,18.0,2.0,2.0,27.0,33.0,0.0,0.0
06. Tetuán,6012,384.0,43.0,47.0,37.0,21.0,5.0,0.0,60.0,29.0,17.0,15.0,1.0,17.0,2.0,0.0,24.0,12.0,6.0,1.0,15.0,32.0,0.0,0.0
06. Tetuán,6013,434.0,63.0,51.0,34.0,15.0,5.0,1.0,57.0,43.0,23.0,15.0,4.0,17.0,10.0,0.0,31.0,11.0,3.0,2.0,16.0,33.0,0.0,0.0
06. Tetuán,6014,464.0,49.0,44.0,67.0,10.0,8.0,3.0,56.0,58.0,20.0,13.0,2.0,21.0,10.0,2.0,44.0,6.0,3.0,2.0,14.0,31.0,1.0,0.0
06. Tetuán,6015,489.0,64.0,72.0,38.0,11.0,5.0,0.0,81.0,43.0,22.0,8.0,6.0,18.0,1.0,4.0,36.0,12.0,2.0,0.0,16.0,50.0,0.0,0.0
06. Tetuán,6016,752.0,85.0,96.0,80.0,22.0,11.0,3.0,133.0,68.0,29.0,19.0,3.0,31.0,10.0,9.0,38.0,18.0,4.0,5.0,28.0,59.0,0.0,1.0
06. Tetuán,6017,458.0,61.0,65.0,35.0,13.0,7.0,2.0,69.0,37.0,27.0,10.0,2.0,18.0,4.0,0.0,38.0,12.0,1.0,0.0,20.0,37.0,0.0,0.0
06. Tetuán,6018,588.0,81.0,81.0,62.0,12.0,13.0,3.0,75.0,58.0,21.0,16.0,2.0,19.0,8.0,4.0,45.0,14.0,2.0,4.0,25.0,43.0,0.0,0.0
06. Tetuán,6019,907.0,139.0,104.0,83.0,26.0,12.0,2.0,137.0,71.0,30.0,19.0,2.0,43.0,11.0,5.0,62.0,27.0,5.0,3.0,39.0,87.0,0.0,0.0
06. Tetuán,6021,844.0,111.0,111.0,69.0,16.0,18.0,4.0,133.0,61.0,45.0,29.0,5.0,40.0,12.0,6.0,69.0,11.0,5.0,2.0,43.0,54.0,0.0,0.0
06. Tetuán,6023,459.0,39.0,42.0,49.0,20.0,3.0,0.0,67.0,61.0,20.0,11.0,8.0,24.0,5.0,1.0,33.0,16.0,3.0,3.0,22.0,32.0,0.0,0.0
06. Tetuán,6024,354.0,63.0,49.0,38.0,11.0,6.0,3.0,63.0,32.0,9.0,12.0,2.0,14.0,1.0,1.0,28.0,5.0,0.0,0.0,9.0,8.0,0.0,0.0
06. Tetuán,6025,468.0,82.0,66.0,47.0,15.0,4.0,1.0,73.0,28.0,16.0,7.0,3.0,16.0,4.0,1.0,45.0,6.0,2.0,0.0,18.0,34.0,0.0,0.0
06. Tetuán,6026,478.0,73.0,68.0,50.0,21.0,7.0,3.0,70.0,53.0,16.0,12.0,2.0,15.0,7.0,2.0,31.0,13.0,0.0,2.0,15.0,18.0,0.0,0.0
06. Tetuán,6027,599.0,105.0,89.0,78.0,20.0,8.0,1.0,83.0,65.0,19.0,12.0,2.0,19.0,4.0,1.0,39.0,17.0,4.0,1.0,16.0,16.0,0.0,0.0
06. Tetuán,6028,569.0,54.0,33.0,74.0,17.0,8.0,1.0,38.0,114.0,8.0,22.0,11.0,22.0,6.0,7.0,62.0,25.0,4.0,2.0,22.0,38.0,1.0,0.0
06. Tetuán,6029,909.0,197.0,150.0,101.0,34.0,14.0,3.0,137.0,112.0,31.0,23.0,5.0,24.0,1.0,0.0,40.0,12.0,1.0,1.0,14.0,9.0,0.0,0.0
06. Tetuán,6031,471.0,40.0,39.0,65.0,15.0,9.0,0.0,45.0,76.0,22.0,24.0,5.0,14.0,5.0,1.0,55.0,10.0,1.0,0.0,28.0,17.0,0.0,0.0
06. Tetuán,6032,497.0,73.0,72.0,49.0,19.0,9.0,1.0,84.0,49.0,19.0,12.0,0.0,23.0,5.0,2.0,35.0,10.0,2.0,1.0,17.0,15.0,0.0,0.0
06. Tetuán,6033,619.0,79.0,74.0,63.0,18.0,5.0,1.0,92.0,60.0,21.0,16.0,5.0,31.0,7.0,2.0,50.0,14.0,1.0,1.0,35.0,43.0,1.0,0.0
06. Tetuán,6034,426.0,69.0,65.0,37.0,11.0,6.0,1.0,73.0,43.0,20.0,10.0,2.0,15.0,3.0,1.0,22.0,10.0,0.0,0.0,18.0,19.0,0.0,1.0
06. Tetuán,6035,665.0,84.0,64.0,81.0,20.0,9.0,2.0,94.0,79.0,24.0,15.0,4.0,25.0,6.0,2.0,51.0,26.0,2.0,0.0,31.0,45.0,1.0,0.0
06. Tetuán,6036,481.0,71.0,65.0,61.0,11.0,10.0,3.0,68.0,57.0,18.0,17.0,2.0,22.0,4.0,2.0,29.0,9.0,3.0,0.0,13.0,15.0,0.0,1.0
06. Tetuán,6037,531.0,80.0,64.0,73.0,20.0,9.0,0.0,87.0,54.0,21.0,11.0,3.0,24.0,13.0,1.0,28.0,11.0,3.0,1.0,12.0,16.0,0.0,0.0
06. Tetuán,6038,355.0,33.0,35.0,49.0,11.0,5.0,2.0,38.0,48.0,19.0,25.0,5.0,13.0,4.0,4.0,27.0,12.0,2.0,0.0,15.0,8.0,0.0,0.0
06. Tetuán,6039,327.0,24.0,20.0,43.0,11.0,4.0,0.0,21.0,37.0,7.0,19.0,9.0,13.0,6.0,0.0,49.0,16.0,4.0,0.0,22.0,22.0,0.0,0.0
06. Tetuán,6040,419.0,13.0,26.0,48.0,14.0,5.0,0.0,29.0,87.0,24.0,18.0,11.0,29.0,6.0,3.0,46.0,13.0,3.0,0.0,22.0,22.0,0.0,0.0
06. Tetuán,6041,821.0,97.0,110.0,109.0,31.0,11.0,3.0,105.0,101.0,34.0,17.0,4.0,31.0,8.0,1.0,73.0,22.0,3.0,1.0,31.0,28.0,0.0,1.0
06. Tetuán,6042,894.0,133.0,107.0,123.0,22.0,15.0,1.0,112.0,97.0,29.0,18.0,4.0,40.0,9.0,2.0,62.0,26.0,3.0,1.0,42.0,48.0,0.0,0.0
06. Tetuán,6043,765.0,139.0,138.0,63.0,22.0,10.0,1.0,141.0,62.0,30.0,18.0,5.0,26.0,7.0,3.0,45.0,13.0,2.0,0.0,20.0,20.0,0.0,0.0
06. Tetuán,6044,406.0,30.0,24.0,48.0,13.0,6.0,3.0,52.0,57.0,13.0,18.0,3.0,21.0,7.0,1.0,43.0,23.0,3.0,0.0,22.0,19.0,0.0,0.0
06. Tetuán,6045,452.0,31.0,38.0,48.0,15.0,2.0,4.0,58.0,68.0,23.0,21.0,7.0,22.0,7.0,3.0,48.0,18.0,3.0,2.0,17.0,17.0,0.0,0.0
06. Tetuán,6046,770.0,130.0,110.0,65.0,21.0,2.0,4.0,116.0,98.0,24.0,17.0,6.0,34.0,2.0,4.0,68.0,23.0,0.0,0.0,22.0,23.0,1.0,0.0
06. Tetuán,6048,401.0,18.0,33.0,69.0,11.0,4.0,2.0,47.0,71.0,20.0,18.0,5.0,16.0,3.0,3.0,40.0,11.0,2.0,1.0,13.0,14.0,0.0,0.0
06. Tetuán,6049,343.0,31.0,27.0,41.0,12.0,10.0,1.0,43.0,54.0,12.0,12.0,4.0,9.0,4.0,2.0,38.0,10.0,1.0,1.0,20.0,11.0,0.0,0.0
06. Tetuán,6050,258.0,23.0,19.0,28.0,11.0,2.0,0.0,38.0,36.0,11.0,18.0,0.0,11.0,2.0,2.0,28.0,8.0,0.0,0.0,11.0,10.0,0.0,0.0
06. Tetuán,6051,471.0,28.0,36.0,60.0,17.0,6.0,0.0,63.0,72.0,16.0,27.0,8.0,27.0,5.0,2.0,41.0,16.0,2.0,0.0,23.0,22.0,0.0,0.0
06. Tetuán,6052,447.0,55.0,49.0,54.0,14.0,5.0,0.0,75.0,55.0,17.0,12.0,0.0,22.0,5.0,3.0,35.0,14.0,0.0,0.0,18.0,14.0,0.0,0.0
06. Tetuán,6053,526.0,53.0,46.0,52.0,22.0,6.0,2.0,88.0,69.0,17.0,17.0,3.0,28.0,5.0,3.0,52.0,8.0,1.0,2.0,17.0,35.0,0.0,0.0
06. Tetuán,6054,602.0,79.0,76.0,75.0,13.0,6.0,2.0,73.0,74.0,28.0,19.0,6.0,23.0,6.0,3.0,42.0,20.0,1.0,1.0,23.0,29.0,2.0,1.0
06. Tetuán,6056,989.0,134.0,135.0,95.0,26.0,11.0,1.0,160.0,86.0,51.0,27.0,8.0,32.0,8.0,7.0,66.0,36.0,6.0,2.0,33.0,63.0,1.0,1.0
06. Tetuán,6057,645.0,75.0,88.0,73.0,20.0,9.0,2.0,96.0,94.0,24.0,18.0,5.0,19.0,5.0,1.0,47.0,12.0,0.0,1.0,30.0,24.0,0.0,2.0
06. Tetuán,6058,632.0,108.0,109.0,92.0,23.0,7.0,1.0,91.0,71.0,21.0,8.0,2.0,18.0,3.0,2.0,42.0,14.0,0.0,0.0,8.0,12.0,0.0,0.0
06. Tetuán,6059,583.0,111.0,89.0,51.0,27.0,5.0,1.0,86.0,82.0,18.0,18.0,5.0,12.0,4.0,1.0,33.0,13.0,1.0,1.0,10.0,15.0,0.0,0.0
06. Tetuán,6060,429.0,58.0,35.0,45.0,15.0,9.0,0.0,80.0,60.0,17.0,21.0,1.0,22.0,5.0,2.0,26.0,13.0,1.0,1.0,11.0,7.0,0.0,0.0
06. Tetuán,6061,418.0,31.0,55.0,49.0,13.0,3.0,2.0,58.0,68.0,18.0,15.0,4.0,15.0,3.0,3.0,37.0,14.0,0.0,0.0,19.0,11.0,0.0,0.0
06. Tetuán,6062,929.0,120.0,108.0,108.0,32.0,11.0,1.0,110.0,144.0,34.0,41.0,7.0,40.0,10.0,3.0,80.0,22.0,4.0,1.0,22.0,31.0,0.0,0.0
06. Tetuán,6063,486.0,23.0,39.0,52.0,23.0,6.0,2.0,43.0,85.0,20.0,17.0,3.0,32.0,3.0,5.0,59.0,19.0,0.0,1.0,28.0,26.0,0.0,0.0
06. Tetuán,6064,253.0,13.0,3.0,32.0,9.0,3.0,1.0,7.0,63.0,8.0,12.0,4.0,14.0,0.0,3.0,36.0,17.0,1.0,0.0,5.0,22.0,0.0,0.0
06. Tetuán,6065,383.0,43.0,42.0,42.0,20.0,5.0,1.0,43.0,63.0,9.0,10.0,6.0,21.0,3.0,1.0,27.0,13.0,0.0,1.0,15.0,18.0,0.0,0.0
06. Tetuán,6066,672.0,114.0,89.0,94.0,23.0,7.0,4.0,96.0,72.0,30.0,21.0,3.0,19.0,4.0,3.0,52.0,9.0,1.0,0.0,14.0,16.0,0.0,1.0
06. Tetuán,6067,544.0,74.0,54.0,69.0,20.0,3.0,3.0,99.0,62.0,17.0,19.0,0.0,22.0,4.0,2.0,46.0,8.0,1.0,1.0,13.0,27.0,0.0,0.0
06. Tetuán,6068,571.0,98.0,75.0,45.0,24.0,11.0,0.0,88.0,69.0,18.0,14.0,3.0,22.0,7.0,1.0,50.0,9.0,2.0,0.0,13.0,22.0,0.0,0.0
06. Tetuán,6069,719.0,106.0,114.0,74.0,26.0,9.0,5.0,118.0,76.0,23.0,11.0,1.0,26.0,5.0,2.0,42.0,13.0,4.0,2.0,26.0,36.0,0.0,0.0
06. Tetuán,6070,813.0,186.0,133.0,97.0,39.0,6.0,6.0,139.0,72.0,23.0,10.0,5.0,24.0,3.0,2.0,35.0,6.0,0.0,0.0,15.0,11.0,0.0,1.0
06. Tetuán,6071,459.0,56.0,54.0,59.0,27.0,4.0,5.0,57.0,58.0,16.0,13.0,3.0,17.0,6.0,2.0,36.0,14.0,1.0,1.0,12.0,17.0,1.0,0.0
06. Tetuán,6072,1036.0,171.0,187.0,100.0,52.0,8.0,2.0,122.0,116.0,29.0,30.0,4.0,36.0,6.0,1.0,63.0,27.0,0.0,2.0,43.0,37.0,0.0,0.0
06. Tetuán,6073,727.0,80.0,85.0,75.0,24.0,32.0,0.0,124.0,69.0,26.0,19.0,5.0,26.0,13.0,8.0,53.0,16.0,4.0,1.0,24.0,43.0,0.0,0.0
06. Tetuán,6074,421.0,49.0,49.0,54.0,20.0,12.0,1.0,77.0,51.0,11.0,10.0,3.0,17.0,4.0,3.0,25.0,10.0,0.0,1.0,17.0,7.0,0.0,0.0
06. Tetuán,6075,432.0,41.0,49.0,43.0,14.0,3.0,0.0,67.0,47.0,19.0,13.0,2.0,26.0,5.0,1.0,36.0,12.0,2.0,1.0,24.0,27.0,0.0,0.0
06. Tetuán,6076,443.0,62.0,77.0,36.0,21.0,8.0,2.0,76.0,50.0,11.0,13.0,1.0,11.0,1.0,0.0,32.0,9.0,1.0,0.0,16.0,15.0,0.0,1.0
06. Tetuán,6077,403.0,38.0,40.0,48.0,20.0,4.0,0.0,62.0,61.0,10.0,9.0,2.0,14.0,1.0,0.0,41.0,9.0,0.0,1.0,17.0,25.0,1.0,0.0
06. Tetuán,6078,417.0,49.0,60.0,21.0,15.0,10.0,1.0,61.0,42.0,16.0,25.0,7.0,15.0,5.0,5.0,35.0,7.0,3.0,3.0,16.0,21.0,0.0,0.0
06. Tetuán,6079,427.0,26.0,29.0,58.0,18.0,5.0,1.0,61.0,64.0,18.0,13.0,4.0,25.0,5.0,2.0,48.0,13.0,1.0,0.0,15.0,21.0,0.0,0.0
06. Tetuán,6080,491.0,47.0,72.0,40.0,19.0,6.0,1.0,103.0,40.0,29.0,24.0,2.0,13.0,10.0,1.0,29.0,7.0,1.0,1.0,21.0,24.0,1.0,0.0
06. Tetuán,6081,937.0,86.0,68.0,72.0,24.0,19.0,2.0,155.0,109.0,40.0,33.0,17.0,58.0,14.0,7.0,84.0,35.0,10.0,3.0,48.0,48.0,4.0,1.0
06. Tetuán,6084,653.0,65.0,48.0,46.0,15.0,20.0,4.0,95.0,62.0,47.0,30.0,5.0,45.0,13.0,10.0,63.0,23.0,7.0,4.0,26.0,21.0,4.0,0.0
06. Tetuán,6085,637.0,66.0,74.0,52.0,29.0,12.0,1.0,93.0,78.0,20.0,16.0,3.0,23.0,13.0,2.0,54.0,20.0,6.0,1.0,26.0,45.0,3.0,0.0
06. Tetuán,6089,517.0,37.0,67.0,46.0,16.0,10.0,2.0,81.0,53.0,32.0,11.0,6.0,32.0,9.0,6.0,46.0,16.0,2.0,2.0,20.0,23.0,0.0,0.0
06. Tetuán,6090,866.0,102.0,97.0,62.0,14.0,19.0,4.0,143.0,85.0,49.0,33.0,6.0,45.0,19.0,9.0,71.0,23.0,1.0,1.0,32.0,51.0,0.0,0.0
06. Tetuán,6091,656.0,79.0,93.0,57.0,19.0,9.0,3.0,108.0,62.0,30.0,14.0,2.0,33.0,7.0,3.0,47.0,8.0,5.0,1.0,29.0,47.0,0.0,0.0
06. Tetuán,6092,495.0,64.0,52.0,55.0,15.0,7.0,1.0,67.0,58.0,19.0,9.0,2.0,17.0,7.0,4.0,46.0,16.0,0.0,1.0,27.0,28.0,0.0,0.0
06. Tetuán,6093,535.0,69.0,63.0,39.0,14.0,6.0,0.0,74.0,49.0,29.0,18.0,1.0,34.0,7.0,1.0,47.0,20.0,0.0,3.0,24.0,37.0,0.0,0.0
06. Tetuán,6094,850.0,110.0,136.0,58.0,13.0,10.0,8.0,162.0,77.0,35.0,20.0,4.0,47.0,12.0,2.0,50.0,22.0,4.0,6.0,35.0,39.0,0.0,0.0
06. Tetuán,6095,433.0,44.0,47.0,24.0,7.0,9.0,2.0,81.0,47.0,21.0,9.0,2.0,19.0,5.0,5.0,28.0,19.0,2.0,0.0,18.0,43.0,1.0,0.0
06. Tetuán,6096,499.0,56.0,58.0,28.0,8.0,19.0,3.0,95.0,46.0,33.0,16.0,0.0,24.0,12.0,3.0,35.0,14.0,3.0,2.0,16.0,28.0,0.0,0.0
06. Tetuán,6097,576.0,55.0,55.0,42.0,11.0,12.0,4.0,98.0,70.0,37.0,15.0,2.0,31.0,6.0,3.0,58.0,20.0,4.0,2.0,25.0,26.0,0.0,0.0
06. Tetuán,6099,639.0,65.0,73.0,53.0,21.0,12.0,3.0,105.0,56.0,41.0,15.0,5.0,33.0,12.0,6.0,48.0,21.0,4.0,5.0,35.0,26.0,0.0,0.0
06. Tetuán,6101,844.0,102.0,104.0,58.0,22.0,25.0,1.0,143.0,74.0,46.0,38.0,10.0,40.0,18.0,10.0,50.0,29.0,9.0,2.0,34.0,29.0,0.0,0.0
06. Tetuán,6102,737.0,85.0,103.0,46.0,13.0,16.0,3.0,131.0,67.0,40.0,32.0,1.0,42.0,15.0,1.0,54.0,34.0,4.0,1.0,20.0,29.0,0.0,0.0
06. Tetuán,6103,692.0,102.0,97.0,36.0,14.0,12.0,1.0,152.0,38.0,44.0,17.0,4.0,39.0,14.0,3.0,45.0,21.0,3.0,4.0,25.0,21.0,0.0,0.0
06. Tetuán,6104,543.0,86.0,87.0,29.0,15.0,12.0,0.0,95.0,44.0,31.0,16.0,3.0,21.0,5.0,5.0,32.0,15.0,0.0,0.0,18.0,28.0,0.0,1.0
06. Tetuán,6105,864.0,123.0,134.0,71.0,23.0,15.0,3.0,158.0,61.0,43.0,20.0,3.0,42.0,12.0,8.0,52.0,21.0,6.0,1.0,29.0,39.0,0.0,0.0
06. Tetuán,6106,532.0,82.0,60.0,37.0,13.0,7.0,3.0,92.0,45.0,32.0,23.0,5.0,17.0,11.0,1.0,35.0,17.0,1.0,1.0,21.0,29.0,0.0,0.0
06. Tetuán,6107,658.0,87.0,74.0,88.0,26.0,14.0,1.0,97.0,81.0,28.0,9.0,2.0,27.0,6.0,4.0,47.0,10.0,3.0,1.0,19.0,34.0,0.0,0.0
06. Tetuán,6108,572.0,85.0,71.0,50.0,12.0,9.0,1.0,97.0,47.0,24.0,17.0,3.0,24.0,4.0,3.0,41.0,10.0,2.0,5.0,14.0,53.0,0.0,0.0
06. Tetuán,6109,823.0,98.0,108.0,60.0,13.0,19.0,1.0,142.0,72.0,41.0,21.0,5.0,39.0,16.0,8.0,59.0,14.0,6.0,1.0,37.0,62.0,1.0,0.0
06. Tetuán,6110,637.0,89.0,104.0,48.0,14.0,14.0,2.0,119.0,49.0,28.0,11.0,3.0,23.0,11.0,1.0,47.0,21.0,1.0,0.0,23.0,29.0,0.0,0.0
06. Tetuán,6111,888.0,119.0,140.0,58.0,20.0,25.0,8.0,150.0,75.0,42.0,34.0,3.0,24.0,18.0,6.0,63.0,23.0,8.0,6.0,25.0,41.0,0.0,0.0
06. Tetuán,6112,415.0,39.0,36.0,43.0,17.0,4.0,0.0,52.0,56.0,23.0,12.0,0.0,15.0,9.0,5.0,37.0,23.0,2.0,0.0,22.0,20.0,0.0,0.0
06. Tetuán,6113,462.0,66.0,55.0,39.0,8.0,11.0,4.0,81.0,39.0,19.0,17.0,2.0,23.0,12.0,2.0,41.0,10.0,0.0,2.0,16.0,15.0,0.0,0.0
06. Tetuán,6114,895.0,132.0,126.0,55.0,21.0,19.0,1.0,150.0,67.0,48.0,39.0,5.0,43.0,9.0,3.0,71.0,26.0,6.0,4.0,31.0,39.0,0.0,0.0
06. Tetuán,6115,482.0,67.0,54.0,44.0,8.0,11.0,2.0,74.0,45.0,25.0,11.0,2.0,21.0,10.0,2.0,39.0,8.0,9.0,3.0,15.0,31.0,0.0,1.0
06. Tetuán,6116,948.0,130.0,130.0,77.0,29.0,18.0,2.0,163.0,83.0,39.0,33.0,3.0,43.0,17.0,3.0,81.0,19.0,6.0,4.0,26.0,42.0,0.0,0.0
06. Tetuán,6117,903.0,140.0,118.0,79.0,19.0,6.0,7.0,158.0,90.0,37.0,24.0,2.0,37.0,9.0,3.0,61.0,25.0,1.0,3.0,30.0,53.0,1.0,0.0
06. Tetuán,6118,389.0,42.0,38.0,56.0,12.0,1.0,1.0,62.0,53.0,14.0,10.0,4.0,9.0,4.0,2.0,28.0,9.0,3.0,1.0,11.0,29.0,0.0,0.0
06. Tetuán,6119,410.0,41.0,41.0,46.0,13.0,6.0,3.0,70.0,54.0,12.0,14.0,4.0,21.0,4.0,4.0,28.0,5.0,5.0,0.0,18.0,21.0,0.0,0.0
06. Tetuán,6120,557.0,65.0,56.0,59.0,13.0,10.0,0.0,66.0,73.0,24.0,20.0,2.0,17.0,2.0,1.0,56.0,12.0,2.0,0.0,27.0,52.0,0.0,0.0
06. Tetuán,6121,518.0,66.0,59.0,71.0,17.0,10.0,2.0,63.0,52.0,18.0,13.0,1.0,31.0,9.0,5.0,30.0,8.0,3.0,1.0,26.0,32.0,1.0,0.0
06. Tetuán,6122,736.0,74.0,78.0,93.0,22.0,15.0,0.0,109.0,86.0,23.0,24.0,9.0,33.0,7.0,6.0,62.0,27.0,7.0,2.0,20.0,38.0,0.0,1.0
06. Tetuán,6123,560.0,86.0,61.0,59.0,14.0,12.0,1.0,77.0,46.0,27.0,16.0,3.0,26.0,10.0,6.0,53.0,12.0,4.0,2.0,18.0,27.0,0.0,0.0
06. Tetuán,6124,461.0,59.0,48.0,46.0,6.0,12.0,0.0,85.0,36.0,19.0,14.0,5.0,19.0,9.0,2.0,38.0,14.0,3.0,0.0,18.0,28.0,0.0,0.0
06. Tetuán,6125,701.0,90.0,57.0,70.0,45.0,13.0,0.0,95.0,111.0,26.0,23.0,3.0,40.0,12.0,3.0,55.0,26.0,1.0,1.0,19.0,11.0,0.0,0.0
06. Tetuán,6126,642.0,107.0,105.0,61.0,24.0,10.0,2.0,108.0,49.0,35.0,8.0,3.0,19.0,7.0,5.0,29.0,8.0,1.0,2.0,16.0,43.0,0.0,0.0
06. Tetuán,6127,554.0,50.0,47.0,49.0,22.0,11.0,1.0,89.0,63.0,20.0,12.0,5.0,33.0,10.0,3.0,49.0,25.0,8.0,2.0,24.0,31.0,0.0,0.0
06. Tetuán,6128,580.0,57.0,66.0,74.0,11.0,13.0,3.0,66.0,80.0,32.0,11.0,1.0,33.0,8.0,0.0,61.0,17.0,2.0,3.0,20.0,22.0,0.0,0.0
06. Tetuán,6129,885.0,108.0,116.0,66.0,29.0,24.0,8.0,155.0,80.0,40.0,20.0,8.0,39.0,18.0,4.0,77.0,17.0,4.0,1.0,35.0,36.0,0.0,0.0
07. Chamberí,7001,558.0,86.0,75.0,77.0,26.0,7.0,1.0,88.0,52.0,15.0,7.0,5.0,13.0,10.0,0.0,41.0,20.0,2.0,1.0,20.0,12.0,0.0,0.0
07. Chamberí,7002,360.0,46.0,28.0,51.0,14.0,5.0,0.0,44.0,49.0,10.0,10.0,4.0,16.0,3.0,1.0,34.0,16.0,0.0,0.0,15.0,14.0,0.0,0.0
07. Chamberí,7003,601.0,103.0,104.0,67.0,27.0,4.0,2.0,88.0,60.0,21.0,18.0,3.0,17.0,3.0,2.0,35.0,8.0,2.0,0.0,12.0,25.0,0.0,0.0
07. Chamberí,7004,792.0,122.0,106.0,102.0,25.0,7.0,4.0,130.0,82.0,35.0,22.0,2.0,20.0,4.0,1.0,66.0,16.0,2.0,0.0,26.0,19.0,1.0,0.0
07. Chamberí,7006,689.0,82.0,74.0,111.0,24.0,6.0,2.0,81.0,113.0,27.0,15.0,6.0,30.0,5.0,4.0,56.0,18.0,1.0,0.0,16.0,18.0,0.0,0.0
07. Chamberí,7007,402.0,47.0,33.0,58.0,15.0,3.0,1.0,56.0,54.0,21.0,18.0,9.0,10.0,1.0,2.0,36.0,12.0,1.0,1.0,11.0,13.0,0.0,0.0
07. Chamberí,7008,556.0,40.0,29.0,92.0,32.0,2.0,3.0,58.0,110.0,13.0,26.0,6.0,26.0,1.0,1.0,52.0,25.0,4.0,0.0,20.0,16.0,0.0,0.0
07. Chamberí,7009,397.0,59.0,64.0,38.0,17.0,2.0,0.0,50.0,50.0,13.0,6.0,4.0,17.0,4.0,1.0,34.0,13.0,0.0,1.0,12.0,12.0,0.0,0.0
07. Chamberí,7010,487.0,77.0,61.0,45.0,18.0,7.0,1.0,63.0,66.0,24.0,17.0,4.0,19.0,2.0,0.0,35.0,7.0,1.0,0.0,16.0,23.0,0.0,1.0
07. Chamberí,7011,585.0,94.0,90.0,70.0,22.0,0.0,3.0,83.0,69.0,26.0,22.0,2.0,24.0,2.0,0.0,37.0,13.0,0.0,0.0,13.0,15.0,0.0,0.0
07. Chamberí,7012,702.0,133.0,90.0,103.0,22.0,5.0,0.0,79.0,77.0,23.0,10.0,6.0,32.0,7.0,2.0,55.0,9.0,5.0,1.0,23.0,20.0,0.0,0.0
